Advertiser,Advertiser ID,Advertiser Currency,Insertion Order,Insertion Order ID,Line Item,Line Item ID,Date,Campaign,Campaign ID,Impressions,Billable Impressions,Clicks,Click Rate (CTR),Revenue (Adv Currency),Media Cost (Advertiser Currency),Start Views,1st Quartile Views,Midpoint Views,3rd Quartile Views,Complete Views,Video Completion Rate,Viewable Impressions,Measurable Impressions,Viewability,For Checking (Measurable-Impression),Start Views-Impression
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07289|Mandarin - Virtual Emergency Care - Banner",1022210973,LI07289|Mandarin - Virtual Emergency Care - Banner,22864523945,08/02/2026,CA01196,55961000,2194,2194,12,0.55%,72.276542,66.005974,0,0,0,0,0,0.00%,1711,2129,80.37%,-65,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07290|Vietnamese - Virtual Emergency Care - Banner",1022575960,LI07290|Vietnamese - Virtual Emergency Care - Banner,22868376928,08/02/2026,CA01196,55961000,2700,2700,11,0.41%,102.709633,93.798752,0,0,0,0,0,0.00%,2331,2635,88.46%,-65,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07291|Cantonese - Virtual Emergency Care - Banner",1022263244,LI07291|Cantonese - Virtual Emergency Care - Banner,22864531337,08/02/2026,CA01196,55961000,2527,2527,13,0.51%,95.356671,87.083718,0,0,0,0,0,0.00%,2050,2448,83.74%,-79,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07292|Greek - Virtual Emergency Care - Banner",1022213145,LI07292|Greek - Virtual Emergency Care - Banner,22858704441,08/02/2026,CA01196,55961000,2513,2513,11,0.44%,91.757126,83.796462,0,0,0,0,0,0.00%,1874,2458,76.24%,-55,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07293|Arabic - Virtual Emergency Care - Banner",1022263916,LI07293|Arabic - Virtual Emergency Care - Banner,22864534451,08/02/2026,CA01196,55961000,2730,2730,12,0.44%,103.713604,94.71562,0,0,0,0,0,0.00%,2323,2676,86.81%,-54,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07294|Italian - Virtual Emergency Care - Banner",1022213889,LI07294|Italian - Virtual Emergency Care - Banner,22864526348,08/02/2026,CA01196,55961000,2750,2750,15,0.55%,122.329112,111.716084,0,0,0,0,0,0.00%,2078,2696,77.08%,-54,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07295|Turkish - Virtual Emergency Care - Banner",1022263709,LI07295|Turkish - Virtual Emergency Care - Banner,22864531163,08/02/2026,CA01196,55961000,2735,2735,13,0.48%,104.579394,95.506296,0,0,0,0,0,0.00%,2308,2651,87.06%,-84,0
CL00003,784915671,INR,IO01240|Zee5 - Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07327|Zee5 - Hindi - Video - Burst - 4 NEW,1022773504,LI07327|Zee5 - Hindi - Video - Burst - 4 NEW,22920646018,08/02/2026,CA01201,56001302,1394,1394,7,0.50%,84.490098,77.159907,1299,854,531,369,1150,88.53%,1058,1316,80.40%,-78,-95
CL00003,784915671,INR,IO01240|Zee5 - Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07328|Zee5 - Punjabi - Video - Burst - 4 NEW,1022772823,LI07328|Zee5 - Punjabi - Video - Burst - 4 NEW,22916584055,08/02/2026,CA01201,56001302,1497,1497,7,0.47%,90.430656,82.585074,1404,786,490,382,1150,81.91%,1115,1435,77.70%,-62,-93
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07337|Arabic - Video - Burst - 4,1022383992,LI07337|Arabic - Video - Burst - 4,22909607885,08/02/2026,CA01202,56003266,2672,2672,10,0.37%,115.473326,105.455092,2616,2428,2281,2177,2075,79.32%,2294,2605,88.06%,-67,-56
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07338|Greek - Video - Burst - 4,1022744092,LI07338|Greek - Video - Burst - 4,22903885179,08/02/2026,CA01202,56003266,2670,2670,14,0.52%,110.720565,101.114671,2592,2170,1925,1711,2198,84.80%,2222,2590,85.79%,-80,-78
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07339|Italian - Video - Burst - 4,1022412605,LI07339|Italian - Video - Burst - 4,22913779405,08/02/2026,CA01202,56003266,2404,2404,11,0.46%,105.448373,96.299884,2343,1609,1352,1159,1806,77.08%,1880,2342,80.27%,-62,-61
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07340|Punjabi - Video - Burst - 4,1022384022,LI07340|Punjabi - Video - Burst - 4,22903893345,08/02/2026,CA01202,56003266,2778,778,11,0.40%,85.144312,77.757363,2700,2360,1870,1772,2286,84.67%,2271,2683,84.64%,-95,-78
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07341|Hindi - Video - Burst - 4,1022727250,LI07341|Hindi - Video - Burst - 4,22913781328,08/02/2026,CA01202,56003266,2319,2319,12,0.52%,101.009715,92.246315,2246,1341,982,821,1900,84.59%,1857,2262,82.10%,-57,-73
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07342|Mandarin - Video - Burst - 4,1022382987,LI07342|Mandarin - Video - Burst - 4,22909621355,08/02/2026,CA01202,56003266,2801,2801,11,0.39%,128.333077,117.199157,2730,2469,2327,2187,2079,76.15%,2179,2726,79.93%,-75,-71
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07343|Cantonese - Video - Burst - 4,1022384259,LI07343|Cantonese - Video - Burst - 4,22913780767,08/02/2026,CA01202,56003266,2268,2268,9,0.40%,106.638881,97.387106,2196,2004,1851,1726,1649,75.09%,1688,2207,76.48%,-61,-72
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07344|Vietnamese - Video - Burst - 4,1022383224,LI07344|Vietnamese - Video - Burst - 4,22903893528,08/02/2026,CA01202,56003266,2794,2794,15,0.54%,126.678088,115.687752,2726,2544,2379,2245,2110,77.40%,2209,2708,81.57%,-86,-68
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07345|Turkish - Video - Burst - 4,1022384025,LI07345|Turkish - Video - Burst - 4,22903894743,08/02/2026,CA01202,56003266,2794,2794,12,0.43%,125.620912,114.722294,2696,2366,2036,1858,2161,80.16%,2417,2720,88.86%,-74,-98
CL00003,784915671,INR,IO01247|VCE Reforms Campaign Aug’25 to Oct’25 IO|LI07403|Vietnamese - Banner,1022472252,LI07403|Vietnamese - Banner,22927678517,08/02/2026,CA01208,56017580,1065,1065,5,0.47%,40.405282,36.899801,0,0,0,0,0,0.00%,830,1003,82.75%,-62,0
CL00003,784915671,INR,IO01247|VCE Reforms Campaign Aug’25 to Oct’25 IO|LI07405|Sinhalese - Banner,1022834545,LI07405|Sinhalese - Banner,22927679747,08/02/2026,CA01208,56017580,1082,1082,5,0.46%,33.946878,31.001715,0,0,0,0,0,0.00%,866,1024,84.57%,-58,0
CL00003,784915671,INR,IO01247|VCE Reforms Campaign Aug’25 to Oct’25 IO|LI07406|Persian - Banner,1022835679,LI07406|Persian - Banner,22927680395,08/02/2026,CA01208,56017580,768,768,4,0.52%,26.648499,24.336529,0,0,0,0,0,0.00%,539,717,75.17%,-51,0
CL00003,784915671,INR,IO01248|Zee5 - VCE Reforms Campaign Aug’25 to Oct’25 IO|LI07408|Hindi - Banner,1022835328,LI07408|Hindi - Banner,22931755576,08/02/2026,CA01209,56017864,890,890,4,0.45%,39.195095,35.794607,0,0,0,0,0,0.00%,620,790,78.48%,-100,0
CL00003,784915671,INR,IO01254|TFNSW Park and Ride Campaign Sep'25 to Nov'25 IO|LI08270|Mandarin - Banner - Burst-3 - Part B,1024779816,LI08270|Mandarin - Banner - Burst-3 - Part B,23356900951,08/02/2026,CA01215,56086233,2402,2402,12,0.50%,74.605839,68.133186,0,0,0,0,0,0.00%,1931,2339,82.56%,-63,0
CL00003,784915671,INR,IO01254|TFNSW Park and Ride Campaign Sep'25 to Nov'25 IO|LI08271|Cantonese - Banner - Burst-3 - Part B,1024744073,LI08271|Cantonese - Banner - Burst-3 - Part B,23352834440,08/02/2026,CA01215,56086233,3982,3982,20,0.50%,185.496071,169.402805,0,0,0,0,0,0.00%,3076,3818,80.57%,-164,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07456|MPN - Priority - ACT - Indian - Banner,1022781578,LI07456|MPN - Priority - ACT - Indian - Banner,22989955436,08/02/2026,CA01221,56068715,605,605,3,0.50%,28.898742,26.391545,0,0,0,0,0,0.00%,401,532,75.38%,-73,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07457|MPN - Priority - ACT - Pakistan - Banner,1023124111,LI07457|MPN - Priority - ACT - Pakistan - Banner,22994019106,08/02/2026,CA01221,56068715,595,595,3,0.50%,18.291147,16.704244,0,0,0,0,0,0.00%,410,501,81.84%,-94,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07458|MPN - Priority - ACT - Srilanka - Banner,1023125053,LI07458|MPN - Priority - ACT - Srilanka - Banner,22994020237,08/02/2026,CA01221,56068715,557,557,3,0.54%,17.529863,16.009007,0,0,0,0,0,0.00%,445,504,88.29%,-53,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07459|MPN - Secondary - NSW - Indian - Banner,1023124630,LI07459|MPN - Secondary - NSW - Indian - Banner,22983685914,08/02/2026,CA01221,56068715,291,291,1,0.34%,10.708188,9.779167,0,0,0,0,0,0.00%,229,280,81.79%,-11,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07460|MPN - Secondary - NSW - Pakistan - Banner,1023122269,LI07460|MPN - Secondary - NSW - Pakistan - Banner,22983689919,08/02/2026,CA01221,56068715,301,301,1,0.33%,9.1312,8.338995,0,0,0,0,0,0.00%,229,290,78.97%,-11,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07461|MPN - Secondary - NSW - Srilanka - Banner,1022753078,LI07461|MPN - Secondary - NSW - Srilanka - Banner,22989961334,08/02/2026,CA01221,56068715,301,301,1,0.33%,10.362806,9.46375,0,0,0,0,0,0.00%,253,298,84.90%,-3,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07462|MPN - Secondary - VIC - Indian - Banner,1023124627,LI07462|MPN - Secondary - VIC - Indian - Banner,22983686355,08/02/2026,CA01221,56068715,301,301,1,0.33%,11.608013,10.600925,0,0,0,0,0,0.00%,238,284,83.80%,-17,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07463|MPN - Secondary - VIC - Pakistan - Banner,1022760477,LI07463|MPN - Secondary - VIC - Pakistan - Banner,22989961424,08/02/2026,CA01221,56068715,301,301,1,0.33%,8.456031,7.722403,0,0,0,0,0,0.00%,258,298,86.58%,-3,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07464|MPN - Secondary - VIC - Srilanka - Banner,1022758860,LI07464|MPN - Secondary - VIC - Srilanka - Banner,22994024812,08/02/2026,CA01221,56068715,298,298,1,0.34%,9.041806,8.257357,0,0,0,0,0,0.00%,258,290,88.97%,-8,0
CL00003,784915671,INR,IO01261|Zee5 - Grand Prix Campaign Sep'25 to Mar'26 IO|LI07471|Zee5 - Hindi - Announce - Video,1023148663,LI07471|Zee5 - Hindi - Announce - Video,22999285168,08/02/2026,CA01222,56064031,1150,1150,6,0.52%,75.535443,68.98214,1088,776,409,255,929,85.39%,819,1087,75.34%,-63,-62
CL00003,784915671,INR,IO01267|University of Wollongong Liverpool Campus Campaign Sep'25 to Mar'26 IO|LI07485|Mandarin - Banner,1022814477,LI07485|Mandarin - Banner,22997930553,08/02/2026,CA01228,56102511,221,221,1,0.45%,7.443231,6.797471,0,0,0,0,0,0.00%,167,201,83.08%,-20,0
CL00003,784915671,INR,IO01267|University of Wollongong Liverpool Campus Campaign Sep'25 to Mar'26 IO|LI07486|Vietnamese - Banner,1023196135,LI07486|Vietnamese - Banner,23008151737,08/02/2026,CA01228,56102511,657,657,3,0.46%,26.796848,24.472007,0,0,0,0,0,0.00%,494,573,86.21%,-84,0
CL00003,784915671,INR,IO01267|University of Wollongong Liverpool Campus Campaign Sep'25 to Mar'26 IO|LI07487|Arabic - Banner,1023197989,LI07487|Arabic - Banner,23004107717,08/02/2026,CA01228,56102511,1334,1334,7,0.52%,49.802674,45.481894,0,0,0,0,0,0.00%,975,1267,76.95%,-67,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07488|Mandarin - Banner,1023249838,LI07488|Mandarin - Banner,23004967323,08/02/2026,CA01229,56089607,3049,3049,14,0.46%,105.29646,96.161151,0,0,0,0,0,0.00%,2526,2868,88.08%,-181,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07489|Vietnamese - Banner,1022881037,LI07489|Vietnamese - Banner,23015133517,08/02/2026,CA01229,56089607,3281,3281,13,0.40%,133.129497,121.579449,0,0,0,0,0,0.00%,2472,3112,79.43%,-169,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07490|Greek - Banner,1023249841,LI07490|Greek - Banner,23015134981,08/02/2026,CA01229,56089607,2912,2912,11,0.38%,106.525291,97.283371,0,0,0,0,0,0.00%,2279,2846,80.08%,-66,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07491|Cantonese - Banner,1022881043,LI07491|Cantonese - Banner,23011136522,08/02/2026,CA01229,56089607,3436,3436,17,0.49%,147.63036,134.822247,0,0,0,0,0,0.00%,2780,3236,85.91%,-200,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07492|Italian - Banner,1023240676,LI07492|Italian - Banner,23015136628,08/02/2026,CA01229,56089607,3391,3391,14,0.41%,138.698741,126.665517,0,0,0,0,0,0.00%,2657,3282,80.96%,-109,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07493|Arabic - Banner,1023250444,LI07493|Arabic - Banner,23004968133,08/02/2026,CA01229,56089607,2890,2890,13,0.45%,102.368468,93.487185,0,0,0,0,0,0.00%,2378,2818,84.39%,-72,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07494|Turkish - Banner,1023249844,LI07494|Turkish - Banner,23015136376,08/02/2026,CA01229,56089607,3105,3105,12,0.39%,124.261541,113.480859,0,0,0,0,0,0.00%,2307,2926,78.84%,-179,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07495|Punjabi - Banner,1022880740,LI07495|Punjabi - Banner,23011137113,08/02/2026,CA01229,56089607,3512,3512,15,0.43%,129.446285,118.215785,0,0,0,0,0,0.00%,2614,3370,77.57%,-142,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07496|Spanish - Banner,1022859600,LI07496|Spanish - Banner,23015138131,08/02/2026,CA01229,56089607,3174,3174,13,0.41%,121.77613,111.211078,0,0,0,0,0,0.00%,2638,3050,86.49%,-124,0
CL00003,784915671,INR,IO01287|Viber - VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07581|Vietnamese - Banner - Burst - 2,1023213372,LI07581|Vietnamese - Banner - Burst - 2,23074100521,08/02/2026,CA01248,56168979,635,635,3,0.47%,32.08788,29.304,0,0,0,0,0,0.00%,419,546,76.74%,-89,0
CL00003,784915671,INR,IO01288|Zee5 - VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07583|Punjabi - Video - Burst - 4,1023213237,LI07583|Punjabi - Video - Burst - 4,23074041586,08/02/2026,CA01249,56130478,772,772,4,0.52%,52.111631,47.590531,672,487,357,288,555,82.59%,534,702,76.07%,-70,-100
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07589|Vietnamese - Banner - Burst - 2,1023213204,LI07589|Vietnamese - Banner - Burst - 2,23069919302,08/02/2026,CA01251,56168733,1037,1037,4,0.39%,38.169484,34.857976,0,0,0,0,0,0.00%,755,983,76.81%,-54,0
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07591|Punjabi - Banner - Burst - 2,1023598708,LI07591|Punjabi - Banner - Burst - 2,23069921006,08/02/2026,CA01251,56168733,1330,1330,6,0.45%,41.20825,37.633105,0,0,0,0,0,0.00%,1035,1237,83.67%,-93,0
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07593|Arabic - Banner - Burst - 2,1023598714,LI07593|Arabic - Banner - Burst - 2,23074032463,08/02/2026,CA01251,56168733,1328,1328,6,0.45%,46.835425,42.772078,0,0,0,0,0,0.00%,988,1244,79.42%,-84,0
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07597|Vietnamese - 15sec - Burst - 2,1023205991,LI07597|Vietnamese - 15sec - Burst - 2,23074060759,08/02/2026,CA01251,56168733,1717,1717,8,0.47%,75.073455,68.560233,1632,1466,1385,1302,1298,79.53%,1383,1620,85.37%,-97,-85
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07599|Punjabi - 15sec - Burst - 2,1023212742,LI07599|Punjabi - 15sec - Burst - 2,23063990568,08/02/2026,CA01251,56168733,1922,1922,8,0.42%,68.431153,62.494204,1827,1580,1312,1232,1556,85.17%,1441,1864,77.31%,-58,-95
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07601|Arabic - 15sec - Burst - 2,1023216227,LI07601|Arabic - 15sec - Burst - 2,23063996772,08/02/2026,CA01251,56168733,1729,1729,7,0.40%,66.791793,60.997071,1663,1399,1303,1227,1409,84.73%,1234,1631,75.66%,-98,-66
CL00003,784915671,INR,IO01293|Zee5 - DJCS Community Safety Reform Campaign Oct'25 to Apr'26 IO|LI07638|Punjabi Video,1023628018,LI07638|Punjabi Video,23070216885,08/02/2026,CA01254,56145668,3474,3474,15,0.43%,233.368039,213.121497,3287,1231,490,345,2608,79.34%,2743,3280,83.63%,-194,-187
CL00003,784915671,INR,IO01300|DEECA - ZoosVic Memberships Campaign Oct'25 to Apr' 26 IO|LI07699|Korean - Video - Burst - 2,1023716329,LI07699|Korean - Video - Burst - 2,23091342418,08/02/2026,CA01261,56148952,3590,3590,14,0.39%,141.885727,129.576006,3427,2703,2392,2161,2631,76.77%,2663,3413,78.03%,-177,-163
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07793|TVBJ - Cantonese - A - Burst -2 - 15sec - Video,1023698111,LI07793|TVBJ - Cantonese - A - Burst -2 - 15 sec - Video,23173418386,08/02/2026,CA01281,56227968,404,404,2,0.50%,16.273764,14.861885,402,296,264,236,333,82.84%,302,385,78.44%,-19,-2
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07793|TVBJ - Cantonese - A - Burst -2 - 6sec - Video,1023947884,LI07793|TVBJ - Cantonese - A - Burst -2 - 6sec - Video,23143504985,08/02/2026,CA01281,56227968,402,402,2,0.50%,17.654432,16.122769,392,333,304,287,294,75.00%,316,391,80.82%,-11,-10
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07794|TVBJ - Cantonese - B - Burst -2 - 15sec - Video,1024067587,LI07794|TVBJ - Cantonese - B - Burst -2 - 15sec - Video,23163860622,08/02/2026,CA01281,56227968,410,410,2,0.49%,18.156963,16.581701,396,298,266,241,321,81.06%,346,406,85.22%,-4,-14
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07794|TVBJ - Cantonese - B - Burst -2 - 6sec - Video,1023952621,LI07794|TVBJ - Cantonese - B - Burst -2 - 6sec - Video,23143508294,08/02/2026,CA01281,56227968,404,404,2,0.50%,18.379625,16.785046,402,353,331,321,307,76.37%,319,395,80.76%,-9,-2
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07795|Zee5 - Hindi - A - Burst -2 - 6sec - Video,1023570960,LI07795|Zee5 - Hindi - A - Burst -2 - 6sec - Video,23138224035,08/02/2026,CA01281,56227968,205,205,1,0.49%,8.803179,8.039433,185,179,153,127,146,78.92%,150,191,78.53%,-14,-20
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07796|Zee5 - Hindi - B - Burst -2 - 6sec -  Video,1023945160,LI07796|Zee5 - Hindi - B - Burst -2 - 6sec - Video,23143510034,08/02/2026,CA01281,56227968,201,201,1,0.50%,8.733791,7.976065,197,176,151,106,161,81.73%,143,181,79.01%,-20,-4
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07797|MPN - Nepalese - A - Burst -2 - 15sec - Video,1023698780,LI07797|MPN - Nepalese - A - Burst -2 - 15sec - Video,23173417561,08/02/2026,CA01281,56227968,379,379,2,0.53%,17.033444,15.555657,362,326,294,260,286,79.01%,318,361,88.09%,-18,-17
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07797|MPN - Nepalese - A - Burst -2 - 6sec - Video,1023952816,LI07797|MPN - Nepalese - A - Burst -2 - 6sec - Video,23143509353,08/02/2026,CA01281,56227968,370,370,2,0.54%,16.305756,14.891101,368,356,343,331,316,85.87%,304,361,84.21%,-9,-2
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07798|MPN - Nepalese - B - Burst -2 - 15sec - Video,1023697325,LI07798|MPN - Nepalese - B - Burst -2 - 15sec - Video,23173417648,08/02/2026,CA01281,56227968,403,403,2,0.50%,19.813499,18.09452,392,353,317,289,335,85.46%,335,384,87.24%,-19,-11
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07798|MPN - Nepalese - B - Burst -2 - 6sec - Video,1023951781,LI07798|MPN - Nepalese - B - Burst -2 - 6sec - Video,23138225010,08/02/2026,CA01281,56227968,366,366,2,0.55%,16.037639,14.646246,364,347,326,310,293,80.49%,299,359,83.29%,-7,-2
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07799|MPN - Cantonese - A - Burst-2 - Banner,1023572718,LI07799|MPN - Cantonese - A - Burst-2 - Banner,23138273001,08/02/2026,CA01281,56227968,3810,3810,15,0.39%,146.156605,133.476352,0,0,0,0,0,0.00%,2921,3645,80.14%,-165,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07800|MPN - Cantonese - B - Burst-2 - Banner,1023582359,LI07800|MPN - Cantonese - B - Burst-2 - Banner,23147970367,08/02/2026,CA01281,56227968,4285,4285,22,0.51%,165.712456,151.335576,0,0,0,0,0,0.00%,3133,4100,76.41%,-185,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07801|MPN - Hindi - A - Burst-2 - Banner,1023951823,LI07801|MPN - Hindi - A - Burst-2 - Banner,23138272008,08/02/2026,CA01281,56227968,2349,2349,9,0.38%,81.998167,74.884171,0,0,0,0,0,0.00%,1978,2291,86.34%,-58,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07802|MPN - Hindi - B - Burst-2 - Banner,1023951826,LI07802|MPN - Hindi - B - Burst-2 - Banner,23138273019,08/02/2026,CA01281,56227968,2313,2313,11,0.48%,80.23007,73.26947,0,0,0,0,0,0.00%,1854,2255,82.22%,-58,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07803|MPN - Nepalese - A - Burst-2 - Banner,1023571002,LI07803|MPN - Nepalese - A - Burst-2 - Banner,23143555622,08/02/2026,CA01281,56227968,1999,1999,10,0.50%,78.847896,72.007211,0,0,0,0,0,0.00%,1631,1914,85.21%,-85,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07804|MPN - Nepalese - B - Burst-2 - Banner,1023951820,LI07804|MPN - Nepalese - B - Burst-2 - Banner,23147969506,08/02/2026,CA01281,56227968,2043,2043,11,0.54%,81.077003,74.042925,0,0,0,0,0,0.00%,1534,1962,78.19%,-81,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07805|TVBJ - Cantonese - A - Burst -2 - 30sec - Video,1023561299,LI07805|TVBJ - Cantonese - A - Burst -2 - 30sec - Video,23138297220,08/02/2026,CA01281,56227968,327,327,2,0.61%,15.865635,14.489164,325,233,207,187,263,80.92%,260,321,81.00%,-6,-2
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07806|TVBJ - Cantonese - B - Burst -2 - 30sec - Video,1023582365,LI07806|TVBJ - Cantonese - B - Burst -2 - 30sec - Video,23138294790,08/02/2026,CA01281,56227968,330,330,2,0.61%,17.767633,16.226149,325,196,176,142,266,81.85%,262,323,81.11%,-7,-5
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07807|Zee5 - Hindi - A - Burst -2 - 15sec - Video,1023573222,LI07807|Zee5 - Hindi - A - Burst -2 - 15sec - Video,23138296998,08/02/2026,CA01281,56227968,219,219,1,0.46%,21.780036,19.890444,210,134,80,53,172,81.90%,155,203,76.35%,-16,-9
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07808|Zee5 - Hindi - B - Burst -2 - 15sec - Video,1023944245,LI07808|Zee5 - Hindi - B - Burst -2 - 15sec - Video,23147989678,08/02/2026,CA01281,56227968,229,229,1,0.44%,13.149644,12.008807,218,184,148,127,181,83.03%,194,218,88.99%,-11,-11
